CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,Country,AvgOrderValue,CustomerLifespanDays,OrdersPerMonth,CustomerAgeDays,CustomerAgeDaysAdjusted,OrdersPerYear,EstimatedAnnualCLV,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
12361,287,1,189.9,2011-02-25 13:51:00,2011-02-25 13:51:00,Belgium,189.9,1,30.0,287,287,1.2717770034843205,241.51045296167248,1,1,1,3,Lost Customers
12362,3,10,5226.23,2011-02-17 10:30:00,2011-12-06 15:40:00,Belgium,522.6229999999999,293,1.023890784982935,296,296,12.33108108108108,6444.506587837836,5,5,5,15,Champions
12363,110,2,552.0,2011-04-11 13:29:00,2011-08-22 10:18:00,Unspecified,276.0,133,0.45112781954887216,242,242,3.0165289256198347,832.5619834710743,2,2,3,7,Lost Customers
12364,8,4,1313.1,2011-08-19 15:24:00,2011-12-02 10:22:00,Belgium,328.275,105,1.1428571428571428,112,112,13.035714285714285,4279.299107142857,5,4,4,13,Champions
12365,291,2,641.38,2011-02-21 13:51:00,2011-02-21 14:04:00,Cyprus,320.69,1,60.0,291,291,2.508591065292096,804.4800687285223,1,2,3,6,Lost Customers
12367,4,1,168.9,2011-12-05 16:48:00,2011-12-05 16:48:00,Denmark,168.9,1,30.0,4,90,4.055555555555555,684.9833333333333,5,1,1,7,New Customers
12370,51,4,3545.69,2010-12-14 12:58:00,2011-10-19 14:51:00,Cyprus,886.4225,310,0.3870967741935484,360,360,4.055555555555555,3594.9356944444444,3,4,5,12,Loyal Customers
12371,45,2,1887.96,2011-10-11 10:43:00,2011-10-26 10:16:00,Switzerland,943.98,15,4.0,60,90,8.11111111111111,7656.7266666666665,3,2,4,9,Need Attention
12372,72,3,1298.04,2011-02-16 12:46:00,2011-09-29 12:12:00,Denmark,432.68,225,0.4,297,297,3.686868686868687,1595.2343434343434,3,3,4,10,Need Attention
12373,311,1,364.6,2011-02-01 13:10:00,2011-02-01 13:10:00,Austria,364.6,1,30.0,311,311,1.1736334405144693,427.9067524115755,1,1,2,4,Lost Customers
12374,25,1,742.9300000000001,2011-11-14 15:37:00,2011-11-14 15:37:00,Austria,742.9300000000001,1,30.0,25,90,4.055555555555555,3012.993888888889,4,1,3,8,New Customers
12375,11,2,457.5,2011-09-02 14:23:00,2011-11-29 10:36:00,Finland,228.75,88,0.6818181818181819,98,98,7.448979591836735,1703.954081632653,5,2,2,9,Potential Loyalists
12377,315,2,1628.12,2010-12-20 09:37:00,2011-01-28 15:45:00,Switzerland,814.06,40,1.5,355,355,2.056338028169014,1673.9825352112675,1,2,4,7,Lost Customers
12378,130,1,4008.62,2011-08-02 10:34:00,2011-08-02 10:34:00,Switzerland,4008.62,1,30.0,130,130,2.807692307692308,11254.97153846154,2,1,5,8,Lost Customers
12379,82,2,852.24,2011-06-22 16:32:00,2011-09-19 10:09:00,Belgium,426.12,89,0.6741573033707865,170,170,4.294117647058823,1829.8094117647058,2,2,3,7,Lost Customers
12380,22,4,2724.81,2011-06-07 09:49:00,2011-11-18 11:27:00,Belgium,681.2025,165,0.7272727272727273,186,186,7.849462365591398,5347.073387096774,4,4,5,13,Champions
12381,5,5,1845.31,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,369.062,116,1.293103448275862,120,120,15.208333333333334,5612.817916666667,5,4,4,13,Champions
12383,185,5,1850.56,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,370.11199999999997,168,0.8928571428571429,352,352,5.184659090909091,1918.9045454545453,1,4,4,9,Loyal Customers
12384,29,2,585.27,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,292.635,93,0.6451612903225806,122,122,5.9836065573770485,1751.0127049180326,4,2,3,9,Potential Loyalists
12386,338,2,401.9,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,200.95,30,2.0,367,367,1.9891008174386922,399.7098092643052,1,2,2,5,Lost Customers
12388,16,6,2780.66,2011-01-17 11:12:00,2011-11-24 12:30:00,Australia,463.4433333333333,312,0.5769230769230769,327,327,6.697247706422019,3103.794801223242,4,4,5,13,Champions
12390,80,1,549.84,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,549.84,1,30.0,80,90,4.055555555555555,2229.9066666666668,2,1,3,6,Lost Customers
12391,22,1,460.89,2011-11-18 12:07:00,2011-11-18 12:07:00,Cyprus,460.89,1,30.0,22,90,4.055555555555555,1869.165,4,1,2,7,New Customers
12393,72,4,1582.6000000000001,2011-01-11 09:47:00,2011-09-28 15:41:00,Australia,395.65000000000003,261,0.4597701149425288,333,333,4.384384384384385,1734.681681681682,3,4,4,11,Loyal Customers
12394,64,2,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,636.24,154,0.3896103896103896,217,217,3.3640552995391704,2140.346543778802,3,2,4,9,Need Attention
12395,19,12,3018.63,2010-12-03 16:35:00,2011-11-20 15:21:00,Belgium,251.5525,352,1.0227272727272727,371,371,11.805929919137467,2969.8111859838277,4,5,5,14,Champions
12397,36,2,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,1204.95,100,0.6,135,135,5.407407407407407,6515.655555555556,3,2,5,10,Need Attention
12398,46,1,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,1635.6599999999999,1,30.0,46,90,4.055555555555555,6633.509999999999,3,1,4,8,Need Attention
12399,119,4,1108.65,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,277.1625,143,0.8391608391608392,262,262,5.572519083969465,1544.4933206106869,2,4,4,10,Loyal Customers
12401,303,1,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,84.3,1,30.0,303,303,1.2046204620462047,101.54950495049505,1,1,1,3,Lost Customers
12402,323,1,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,225.6,1,30.0,323,323,1.130030959752322,254.93498452012383,1,1,1,3,Lost Customers
12403,50,1,427.7,2011-10-21 10:51:00,2011-10-21 10:51:00,Denmark,427.7,1,30.0,50,90,4.055555555555555,1734.561111111111,3,1,2,6,Need Attention
12405,149,1,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,1710.39,1,30.0,149,149,2.4496644295302015,4189.881543624161,2,1,4,7,Lost Customers
12406,22,2,3415.3,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,1707.65,162,0.37037037037037035,184,184,3.9673913043478257,6774.915760869565,4,2,5,11,Potential Loyalists
12407,50,5,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,341.624,215,0.6976744186046512,264,264,6.912878787878788,2361.6053030303033,3,4,4,11,Loyal Customers
12408,33,5,2888.55,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,577.71,228,0.6578947368421053,260,260,7.01923076923077,4055.0798076923083,4,4,5,13,Champions
12409,79,3,11072.67,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,3690.89,104,0.8653846153846153,183,183,5.9836065573770485,22084.833606557375,2,3,5,10,At Risk
12410,309,2,693.3299999999999,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,346.66499999999996,1,60.0,309,309,2.3624595469255665,818.9820388349514,1,2,3,6,Lost Customers
12412,75,3,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,408.96000000000004,95,0.9473684210526316,169,169,6.479289940828402,2649.7704142011835,2,3,4,9,At Risk
12413,67,3,758.1,2011-01-06 16:12:00,2011-10-04 09:00:00,France,252.70000000000002,271,0.33210332103321033,337,337,3.249258160237389,821.0875370919882,3,3,3,9,Need Attention
12414,217,3,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,187.47,94,0.9574468085106383,310,310,3.5322580645161294,662.1924193548388,1,3,3,7,At Risk
12415,24,21,124914.53,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,5948.310952380953,314,2.006369426751592,338,338,22.67751479289941,134892.90961538462,4,5,5,14,Champions
12417,3,9,3649.1,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,405.4555555555555,355,0.7605633802816901,358,358,9.175977653631286,3720.4511173184355,5,5,5,15,Champions
12418,113,1,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,668.58,1,30.0,113,113,3.230088495575221,2159.5725663716817,2,1,3,6,Lost Customers
12420,64,1,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,600.39,1,30.0,64,90,4.055555555555555,2434.915,3,1,3,7,Need Attention
12421,16,4,807.04,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,201.76,304,0.39473684210526316,319,319,4.576802507836991,923.4156739811913,4,4,3,11,Loyal Customers
12422,96,3,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,267.85333333333335,230,0.3913043478260869,325,325,3.3692307692307693,902.4596923076924,2,3,3,8,At Risk
12423,1,8,1859.31,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,232.41375,353,0.6798866855524078,354,354,8.248587570621469,1917.0851694915254,5,5,4,14,Champions
12424,163,2,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,880.48,1,60.0,163,163,4.478527607361963,3943.2539877300615,2,2,4,8,Lost Customers
12425,78,1,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,777.2,1,30.0,78,90,4.055555555555555,3151.9777777777776,2,1,3,6,Lost Customers
12426,195,1,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,582.73,1,30.0,195,195,1.8717948717948718,1090.7510256410258,1,1,3,5,Lost Customers
12427,22,3,825.8,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,275.26666666666665,350,0.2571428571428572,372,372,2.943548387096774,810.2607526881719,4,3,3,10,Potential Loyalists
12428,26,9,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,884.0511111111111,258,1.0465116279069768,284,284,11.566901408450704,10225.732042253521,4,5,5,14,Champions
12429,9,4,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,937.6,357,0.3361344537815126,366,366,3.9890710382513657,3740.1530054644804,5,4,5,14,Champions
12430,43,1,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,256.4,1,30.0,43,90,4.055555555555555,1039.8444444444442,3,1,2,6,Need Attention
12431,36,15,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,432.49666666666667,339,1.327433628318584,374,374,14.63903743315508,6331.334893048128,3,5,5,13,Loyal Customers
12432,43,5,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,1011.8639999999999,130,1.153846153846154,172,172,10.61046511627907,10736.347674418603,3,4,5,12,Loyal Customers
12433,1,7,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,1910.8385714285716,373,0.5630026809651475,373,373,6.849865951742628,13088.988069705098,5,5,5,15,Champions
12434,85,2,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,403.07,176,0.34090909090909094,260,260,2.807692307692308,1131.6965384615385,2,2,3,7,Lost Customers
12435,80,2,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,3914.945,189,0.31746031746031744,268,268,2.7238805970149254,10663.842723880598,2,2,5,9,Lost Customers
12436,100,1,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,509.01,1,30.0,100,100,3.6500000000000004,1857.8865,2,1,3,6,Lost Customers
12437,2,18,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,France,275.0783333333333,330,1.6363636363636365,331,331,19.84894259818731,5460.014048338368,5,5,5,15,Champions
12438,14,2,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,1453.425,126,0.47619047619047616,140,140,5.214285714285714,7578.573214285714,4,2,5,11,Potential Loyalists
12441,367,1,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,France,173.55,1,30.0,367,367,0.9945504087193461,172.6042234332425,1,1,1,3,Lost Customers
12442,3,1,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,172.06,1,30.0,3,90,4.055555555555555,697.7988888888889,5,1,1,7,New Customers
12444,21,5,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,1001.092,150,1.0,171,171,10.67251461988304,10684.169005847953,4,4,5,13,Champions
12445,22,1,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,133.4,1,30.0,22,90,4.055555555555555,541.0111111111111,4,1,1,6,New Customers
12446,58,1,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,1002.3100000000001,1,30.0,58,90,4.055555555555555,4064.923888888889,3,1,4,8,Need Attention
12447,243,1,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,476.49,1,30.0,243,243,1.5020576131687242,715.7154320987654,1,1,2,4,Lost Customers
12448,44,1,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,449.45,1,30.0,44,90,4.055555555555555,1822.7694444444444,3,1,2,6,Need Attention
12449,22,4,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,1016.8225,165,0.7272727272727273,187,187,7.807486631016043,7938.82807486631,4,4,5,13,Champions
12450,156,2,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,98.94,18,3.3333333333333335,173,173,4.219653179190751,417.49248554913294,2,2,1,5,Lost Customers
12451,11,5,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,1807.104,314,0.47770700636942676,325,325,5.615384615384615,10147.583999999999,5,4,5,14,Champions
12452,17,2,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,215.285,1,60.0,17,90,8.11111111111111,1746.2005555555554,4,2,2,8,Potential Loyalists
12453,134,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,707.09,1,30.0,134,134,2.7238805970149254,1926.0287313432837,2,1,3,6,Lost Customers
12454,56,1,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,3528.34,1,30.0,56,90,4.055555555555555,14309.378888888888,3,1,5,9,Need Attention
12455,73,6,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,Spain,411.1433333333334,224,0.8035714285714286,297,297,7.373737373737374,3031.6629629629633,2,4,5,11,Loyal Customers
12456,44,3,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,1060.3466666666666,211,0.4265402843601896,255,255,4.294117647058823,4553.253333333333,3,3,5,11,Need Attention
12457,66,7,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,337.6042857142857,173,1.2138728323699421,239,239,10.690376569037657,3609.1169456066946,3,5,5,13,Loyal Customers
12458,71,2,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,473.7,214,0.2803738317757009,285,285,2.56140350877193,1213.336842105263,3,2,4,9,Need Attention
12461,94,2,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,413.44,61,0.9836065573770493,155,155,4.709677419354839,1947.1690322580646,2,2,3,7,Lost Customers
12462,19,2,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,594.795,285,0.21052631578947367,303,303,2.4092409240924093,1433.0044554455444,4,2,4,10,Potential Loyalists
12463,53,4,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,336.195,189,0.6349206349206349,242,242,6.033057851239669,2028.2838842975207,3,4,4,11,Loyal Customers
12464,10,8,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,151.50625,300,0.8,309,309,9.449838187702266,1431.7095469255664,5,5,4,14,Champions
12465,17,2,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,371.09499999999997,153,0.3921568627450981,169,169,4.319526627218935,1602.9547337278107,4,2,3,9,Potential Loyalists
12468,188,2,729.5400000000001,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,364.77000000000004,129,0.46511627906976744,316,316,2.310126582278481,842.6648734177215,1,2,3,6,Lost Customers
12471,2,30,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,660.8016666666666,363,2.479338842975207,365,365,30.0,19824.05,5,5,5,15,Champions
12472,32,7,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,938.8728571428571,337,0.6231454005934719,369,369,6.924119241192412,6500.867615176152,4,5,5,14,Champions
12473,29,5,3938.5499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,787.7099999999999,163,0.920245398773006,192,192,9.505208333333334,7487.34765625,4,4,5,13,Champions
12474,17,18,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,409.7661111111111,313,1.7252396166134185,330,330,19.90909090909091,8158.070757575758,4,5,5,14,Champions
12475,54,1,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,723.38,1,30.0,54,90,4.055555555555555,2933.7077777777777,3,1,3,7,Need Attention
12476,16,11,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,619.6745454545454,346,0.953757225433526,361,361,11.121883656509695,6891.948199445983,4,5,5,14,Champions
12477,23,6,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,2203.29,279,0.6451612903225806,302,302,7.251655629139073,15977.500331125828,4,4,5,13,Champions
12478,4,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,680.99,1,30.0,4,90,4.055555555555555,2761.7927777777777,5,1,3,9,New Customers
12479,11,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,527.2,1,30.0,11,90,4.055555555555555,2138.088888888889,5,1,3,9,New Customers
12480,28,4,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,820.4075,308,0.3896103896103896,336,336,4.345238095238095,3564.8659226190475,4,4,5,13,Champions
12481,23,10,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,559.632,343,0.8746355685131195,366,366,9.972677595628415,5581.029508196721,4,5,5,14,Champions
12483,17,8,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,310.6225,323,0.7430340557275541,339,339,8.613569321533923,2675.5684365781713,4,5,5,14,Champions
12484,33,6,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,756.9533333333334,304,0.5921052631578948,336,336,6.517857142857143,4933.713690476191,4,4,5,13,Champions
12488,10,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,France,432.8866666666667,66,1.3636363636363635,76,90,12.166666666666668,5266.7877777777785,5,3,4,12,Potential Loyalists
12489,336,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,France,334.93,1,30.0,336,336,1.0863095238095237,363.8376488095238,1,1,2,4,Lost Customers
12490,5,10,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,France,541.793,325,0.923076923076923,330,330,11.06060606060606,5992.558939393939,5,5,5,15,Champions
12491,39,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,France,460.40000000000003,1,30.0,39,90,4.055555555555555,1867.177777777778,3,1,2,6,Need Attention
12492,63,2,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,131.60500000000002,43,1.3953488372093024,105,105,6.9523809523809526,914.9680952380954,3,2,2,7,Need Attention
12493,166,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,France,216.87,32,1.875,197,197,3.7055837563451774,803.6299492385787,2,2,2,6,Lost Customers
12494,16,7,1246.1000000000001,2010-12-09 11:31:00,2011-11-24 09:34:00,France,178.01428571428573,350,0.6,366,366,6.98087431693989,1242.6953551912568,4,5,4,13,Champions
12497,82,1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,1043.1,1,30.0,82,90,4.055555555555555,4230.349999999999,2,1,4,7,Lost Customers
12498,21,3,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,134.5666666666667,37,2.4324324324324325,58,90,12.166666666666668,1637.2277777777783,4,3,2,9,Potential Loyalists
12500,23,11,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,387.07454545454544,311,1.0610932475884245,334,334,12.020958083832335,4653.006886227545,4,5,5,14,Champions
12501,337,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,2169.39,1,30.0,337,337,1.083086053412463,2349.636053412463,1,1,5,7,Lost Customers
12502,96,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,744.774,215,0.6976744186046512,310,310,5.887096774193549,4384.556612903226,2,4,5,11,Loyal Customers
12504,18,2,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,241.02499999999998,13,4.615384615384615,30,90,8.11111111111111,1954.9805555555554,4,2,2,8,Potential Loyalists
12506,233,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,France,73.5,1,30.0,233,233,1.5665236051502145,115.13948497854076,1,1,1,3,Lost Customers
12507,134,3,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,434.93666666666667,165,0.5454545454545454,299,299,3.6622073578595318,1592.8282608695652,2,3,4,9,At Risk
12508,26,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,France,199.135,3,20.0,29,90,8.11111111111111,1615.2061111111109,4,2,2,8,Potential Loyalists
12509,284,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,France,176.5,1,30.0,284,284,1.2852112676056338,226.83978873239437,1,1,1,3,Lost Customers
12510,143,2,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,491.28499999999997,183,0.3278688524590164,325,325,2.246153846153846,1103.5016923076923,2,2,4,8,Lost Customers
12512,66,2,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,69.015,1,60.0,66,90,8.11111111111111,559.7883333333333,3,2,1,6,Need Attention
12513,113,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,France,612.29,1,30.0,113,113,3.230088495575221,1977.750884955752,2,1,3,6,Lost Customers
12514,267,1,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,1017.68,1,30.0,267,267,1.3670411985018727,1391.2104868913857,1,1,4,6,Lost Customers
12515,353,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,383.7,1,30.0,353,353,1.0339943342776203,396.7436260623229,1,1,2,4,Lost Customers
12516,78,2,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,656.03,103,0.5825242718446603,181,181,4.033149171270718,2645.866850828729,2,2,4,8,Lost Customers
12517,28,5,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,500.56800000000004,162,0.9259259259259258,190,190,9.605263157894738,4808.087368421054,4,4,5,13,Champions
12518,1,5,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,411.378,110,1.3636363636363638,110,110,16.590909090909093,6825.135000000001,5,4,4,13,Champions
12519,64,1,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,340.84,1,30.0,64,90,4.055555555555555,1382.2955555555554,3,1,2,6,Need Attention
12520,79,5,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,526.8520000000001,195,0.7692307692307693,274,274,6.660583941605839,3509.1419708029202,2,4,5,11,Loyal Customers
12521,143,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,599.68,1,30.0,143,143,2.5524475524475525,1530.6517482517481,2,1,3,6,Lost Customers
12522,39,2,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,96.36,13,4.615384615384615,51,90,8.11111111111111,781.5866666666666,3,2,1,6,Need Attention
12523,19,11,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,France,162.70636363636365,313,1.0543130990415335,332,332,12.093373493975903,1967.6688253012048,4,5,4,13,Champions
12524,9,8,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany,560.715,325,0.7384615384615384,334,334,8.74251497005988,4902.059281437126,5,5,5,15,Champions
12526,1,3,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,438.8866666666667,94,0.9574468085106383,94,94,11.648936170212766,5112.5627659574475,5,3,4,12,Potential Loyalists
12527,82,3,348.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany,116.23666666666668,244,0.36885245901639346,326,326,3.3588957055214723,390.4268404907976,2,3,2,7,At Risk
12528,9,6,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,322.24666666666667,304,0.5921052631578948,313,313,6.996805111821086,2254.6971246006387,5,5,4,14,Champions
12530,60,4,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany,415.57,278,0.4316546762589928,337,337,4.332344213649852,1800.3922848664688,3,4,4,11,Loyal Customers
12531,15,1,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany,125.22,1,30.0,15,90,4.055555555555555,507.83666666666664,4,1,1,6,New Customers
12532,30,1,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,France,349.83000000000004,1,30.0,30,90,4.055555555555555,1418.755,4,1,2,7,New Customers
